CODE POSTAL,NOM DE LA COMMUNE,Geometry X Y,latitude,longitude
17490,NEUVICQ LE CHATEAU,"45.8124380764,-0.160919990251",45.8124380764,-0.160919990251
17940,RIVEDOUX PLAGE,"46.159061213,-1.28302289715",46.159061213,-1.28302289715
17700,ST GEORGES DU BOIS,"46.1500553419,-0.739061354783",46.1500553419,-0.739061354783
17430,ST HIPPOLYTE,"45.9198703097,-0.905117939333",45.9198703097,-0.905117939333
17230,ST OUEN D AUNIS,"46.2295901157,-1.03191615683",46.2295901157,-1.03191615683
17370,ST TROJAN LES BAINS,"45.8319189499,-1.22713007046",45.8319189499,-1.22713007046
17350,TAILLEBOURG,"45.8452927158,-0.635939473122",45.8452927158,-0.635939473122
17160,LES TOUCHES DE PERIGNY,"45.9076315101,-0.26562144892",45.9076315101,-0.26562144892
18350,CHARLY,"46.9023025969,2.76293801009",46.9023025969,2.76293801009
18700,OIZON,"47.4531780432,2.51260180785",47.4531780432,2.51260180785
18200,LA PERCHE,"46.6330688475,2.57380750974",46.6330688475,2.57380750974
18340,ST JUST,"46.9879440291,2.50186876753",46.9879440291,2.50186876753
18140,ST MARTIN DES CHAMPS,"47.173174971,2.93500889323",47.173174971,2.93500889323
18390,ST MICHEL DE VOLANGIS,"47.1432035311,2.48143699712",47.1432035311,2.48143699712
19260,AFFIEUX,"45.5079626044,1.76751292983",45.5079626044,1.76751292983
19190,ALBIGNAC,"45.147448938,1.67744680624",45.147448938,1.67744680624
19230,BEYSSAC,"45.368379997,1.41904693308",45.368379997,1.41904693308
19310,BRIGNAC LA PLAINE,"45.1769208427,1.33285501672",45.1769208427,1.33285501672
19600,CHASTEAUX,"45.0828146271,1.46748876327",45.0828146271,1.46748876327
19510,LAMONGERIE,"45.540833083,1.58011081843",45.540833083,1.58011081843
19160,NEUVIC,"45.3714171238,2.25865560062",45.3714171238,2.25865560062
19170,ST HILAIRE LES COURBES,"45.5983709539,1.82144682815",45.5983709539,1.82144682815
19290,ST SETIERS,"45.696753232,2.1173595487",45.696753232,2.1173595487
19800,SARRAN,"45.4121016966,1.93125887963",45.4121016966,1.93125887963
21700,AGENCOURT,"47.1250474303,4.98564114053",47.1250474303,4.98564114053
21450,AMPILLY LES BORDES,"47.6389194024,4.62698815562",47.6389194024,4.62698815562
21120,AVELANGES,"47.5873364734,5.03060719887",47.5873364734,5.03060719887
21330,BOUIX,"47.8995552729,4.4682965536",47.8995552729,4.4682965536
21290,CHAMBAIN,"47.7950502005,4.91900088796",47.7950502005,4.91900088796
21310,DAMPIERRE ET FLEE,"47.4802529906,5.35222754258",47.4802529906,5.35222754258
21250,GLANON,"47.0397116967,5.10712051482",47.0397116967,5.10712051482
21340,JOURS EN VAUX,"47.0387310414,4.59082588585",47.0387310414,4.59082588585
21130,LABERGEMENT LES AUXONNE,"47.1593953022,5.37863306845",47.1593953022,5.37863306845
21320,MACONGE,"47.2256941351,4.57793028997",47.2256941351,4.57793028997
21610,ORAIN,"47.6102265012,5.43501562658",47.6102265012,5.43501562658
21270,PONTAILLER SUR SAONE,"47.3015930017,5.41228237116",47.3015930017,5.41228237116
21410,PRALON,"47.3104934057,4.77503055215",47.3104934057,4.77503055215
21220,SEMEZANGES,"47.2155736002,4.85104991117",47.2155736002,4.85104991117
21530,SINCEY LES ROUVRAY,"47.4334510862,4.13103171651",47.4334510862,4.13103171651
21490,VAROIS ET CHAIGNOT,"47.3554476666,5.1255645784",47.3554476666,5.1255645784
21370,VELARS SUR OUCHE,"47.3186399344,4.90983945871",47.3186399344,4.90983945871
21390,VIC SOUS THIL,"47.3670141656,4.31767568757",47.3670141656,4.31767568757
22140,CAVAN,"48.6827644007,-3.35255264768",48.6827644007,-3.35255264768
22250,EREAC,"48.2743206835,-2.34355511126",48.2743206835,-2.34355511126
22150,LANGAST,"48.2837507892,-2.65609713563",48.2837507892,-2.65609713563
22230,LAURENAN,"48.214928975,-2.51844644739",48.214928975,-2.51844644739
22160,MAEL PESTIVIEN,"48.4041439455,-3.29047753101",48.4041439455,-3.29047753101
22570,PLELAUFF,"48.1984075827,-3.20337969883",48.1984075827,-3.20337969883
22640,PLESTAN,"48.4145560996,-2.44084892144",48.4145560996,-2.44084892144
22450,POMMERIT JAUDY,"48.7243391137,-3.24215851402",48.7243391137,-3.24215851402
22330,ST JACUT DU MENE,"48.2781582394,-2.48623226273",48.2781582394,-2.48623226273
22600,ST MAUDAN,"48.1114125678,-2.76769637126",48.1114125678,-2.76769637126
22420,LE VIEUX MARCHE,"48.6138736839,-3.43816740638",48.6138736839,-3.43816740638
23210,AUGERES,"46.0799619042,1.72763541074",46.0799619042,1.72763541074
23160,BAZELAT,"46.3502358102,1.53198134056",46.3502358102,1.53198134056
23480,LE DONZEIL,"46.03538708,1.98532939253",46.03538708,1.98532939253
23270,JALESCHES,"46.2952982934,2.08236208756",46.2952982934,2.08236208756
23700,LES MARS,"45.9954123132,2.49152199993",45.9954123132,2.49152199993
23260,ST MAURICE PRES CROCQ,"45.8576074833,2.31542471203",45.8576074833,2.31542471203
23240,ST PRIEST LA PLAINE,"46.2038557137,1.6315718964",46.2038557137,1.6315718964
23150,ST YRIEIX LES BOIS,"46.0936669043,1.95720229248",46.0936669043,1.95720229248
24220,BERBIGUIERES,"44.8394794581,1.04517998895",44.8394794581,1.04517998895
24590,BORREZE,"44.9746545829,1.39100783698",44.9746545829,1.39100783698
24530,CANTILLAC,"45.4000368216,0.643672265068",45.4000368216,0.643672265068
24320,LA CHAPELLE MONTABOURLET,"45.394949122,0.457653171852",45.394949122,0.457653171852
24640,CUBJAC,"45.2253686677,0.939009779749",45.2253686677,0.939009779749
24330,EYLIAC,"45.1550053689,0.855718097369",45.1550053689,0.855718097369
24620,MANAURIE,"44.9627734986,0.988296013654",44.9627734986,0.988296013654
24750,MARSANEIX,"45.0905756509,0.779022746879",45.0905756509,0.779022746879
24150,MAUZAC ET GRAND CASTANG,"44.8823545617,0.780345381452",44.8823545617,0.780345381452
24700,MENESPLET,"45.0036275997,0.10542960424",45.0036275997,0.10542960424
24290,MONTIGNAC,"45.0627368774,1.15422675286",45.0627368774,1.15422675286
24800,ST MARTIN DE FRESSENGEAS,"45.4533715908,0.841754032741",45.4533715908,0.841754032741
24470,ST PARDOUX LA RIVIERE,"45.5030521403,0.748077099274",45.5030521403,0.748077099274
24350,ST VICTOR,"45.2628084047,0.442634663994",45.2628084047,0.442634663994
24540,SOULAURES,"44.6413390052,0.914860213402",44.6413390052,0.914860213402
24600,VANXAINS,"45.2121494971,0.28978883887",45.2121494971,0.28978883887
24360,VARAIGNES,"45.6108636989,0.530300494504",45.6108636989,0.530300494504
24380,VEYRINES DE VERGT,"44.9902399091,0.77321349644",44.9902399091,0.77321349644
25750,ARCEY,"47.5194914432,6.65186946515",47.5194914432,6.65186946515
25720,ARGUEL,"47.1842585224,6.00851020634",47.1842585224,6.00851020634
25320,BYANS SUR DOUBS,"47.1129773426,5.84743903869",47.1129773426,5.84743903869
25640,FLAGEY RIGNEY,"47.4143951141,6.22003091799",47.4143951141,6.22003091799
25390,FUANS,"47.1275313249,6.59080450829",47.1275313249,6.59080450829
25360,GONSANS,"47.2264643937,6.29743977089",47.2264643937,6.29743977089
25440,GOUX SOUS LANDET,"47.0782912931,5.93334206195",47.0782912931,5.93334206195
25580,GUYANS DURNES,"47.1294465972,6.24421111235",47.1294465972,6.24421111235
25170,LAVERNAY,"47.2443013496,5.81882619384",47.2443013496,5.81882619384
25260,LONGEVELLE SUR DOUBS,"47.4597602248,6.64960735527",47.4597602248,6.64960735527
25600,NOMMAY,"47.5395755772,6.84698766674",47.5395755772,6.84698766674
25470,LES PLAINS ET GRANDS ESSARTS,"47.3035920869,6.89839278467",47.3035920869,6.89839278467
25160,LA PLANEE,"46.8422329336,6.27289248045",46.8422329336,6.27289248045
25110,PONT LES MOULINS,"47.325697924,6.36650905984",47.325697924,6.36650905984
25330,SILLEY AMANCEY,"47.0325022535,6.13704551483",47.0325022535,6.13704551483
26560,BALLONS,"44.2517233325,5.64403556412",44.2517233325,5.64403556412
26240,BEAUSEMBLANT,"45.2124337402,4.84068109312",45.2124337402,4.84068109312
26290,LES GRANGES GONTARDES,"44.4276255565,4.75667290767",44.4276255565,4.75667290767
26310,LESCHES EN DIOIS,"44.5936637073,5.51737877593",44.5936637073,5.51737877593
26770,LE PEGUE,"44.4443252877,5.06911053601",44.4443252877,5.06911053601
26380,PEYRINS,"45.0998567072,5.04564040404",45.0998567072,5.04564040404
26170,PIERRELONGUE,"44.2495510618,5.21417355869",44.2495510618,5.21417355869
26450,PUY ST MARTIN,"44.6239658602,4.97170950071",44.6239658602,4.97170950071
26330,ST MARTIN D AOUT,"45.2222381407,4.98682933126",45.2222381407,4.98682933126
26110,VINSOBRES,"44.3356176138,5.0506163995",44.3356176138,5.0506163995
27630,BERTHENONVILLE,"49.1836201834,1.64519618054",49.1836201834,1.64519618054
27520,BOURGTHEROULDE INFREVILLE,"49.2995530921,0.876522751918",49.2995530921,0.876522751918
42360,ESSERTINES EN DONZY,"45.7576341389,4.33837762975",45.7576341389,4.33837762975
42310,LA PACAUDIERE,"46.1848662423,3.88005761466",46.1848662423,3.88005761466
42370,ST HAON LE VIEUX,"46.0741993269,3.90464894951",46.0741993269,3.90464894951
42330,ST MEDARD EN FOREZ,"45.5923485305,4.36215864374",45.5923485305,4.36215864374
42640,ST ROMAIN LA MOTTE,"46.0816280349,3.9953263339",46.0816280349,3.9953263339
42800,TARTARAS,"45.5540344541,4.66360649191",45.5540344541,4.66360649191
43270,ALLEGRE,"45.1884321561,3.68990996082",45.1884321561,3.68990996082
43160,CISTRIERES,"45.3298020864,3.6091137956",45.3298020864,3.6091137956
43370,CUSSAC SUR LOIRE,"44.9849156994,3.87473452853",44.9849156994,3.87473452853
43800,MALREVERS,"45.0987649866,3.96694371079",45.0987649866,3.96694371079
43190,LE MAS DE TENCE,"45.1189181156,4.36893159168",45.1189181156,4.36893159168
43520,MAZET ST VOY,"45.04385116,4.24003740348",45.04385116,4.24003740348
43510,OUIDES,"44.9060432903,3.7403767146",44.9060432903,3.7403767146
44580,BOURGNEUF EN RETZ,"47.0381472853,-1.92586734325",47.0381472853,-1.92586734325
44390,CASSON,"47.3920308092,-1.55573718805",47.3920308092,-1.55573718805
44220,COUERON,"47.2309985029,-1.72929002573",47.2309985029,-1.72929002573
44130,FAY DE BRETAGNE,"47.3905699563,-1.79530261946",47.3905699563,-1.79530261946
44350,GUERANDE,"47.3313320913,-2.41703658813",47.3313320913,-2.41703658813
44260,LAVAU SUR LOIRE,"47.320865437,-1.95839196459",47.320865437,-1.95839196459
44330,LE PALLET,"47.1439366329,-1.34541765527",47.1439366329,-1.34541765527
45480,BOISSEAUX,"48.2537728973,1.98567766927",48.2537728973,1.98567766927
45340,CHAMBON LA FORET,"48.0490368743,2.28348190868",48.0490368743,2.28348190868
45400,CHANTEAU,"47.9761797581,1.9646366293",47.9761797581,1.9646366293
45490,COURTEMPIERRE,"48.0948306091,2.63504660906",48.0948306091,2.63504660906
45420,FAVERELLES,"47.5870072341,2.93687989156",47.5870072341,2.93687989156
45210,GRISELLES,"48.0735835169,2.83901936313",48.0735835169,2.83901936313
45450,INGRANNES,"47.9939802289,2.2247865408",47.9939802289,2.2247865408
45200,MONTARGIS,"47.9988427684,2.73588922015",47.9988427684,2.73588922015
45510,NEUVY EN SULLIAS,"47.7747351435,2.24319824191",47.7747351435,2.24319824191
45290,NOGENT SUR VERNISSON,"47.8386989042,2.72939898012",47.8386989042,2.72939898012
45110,ST MARTIN D ABBAT,"47.8813399374,2.30587611938",47.8813399374,2.30587611938
46120,LE BOURG,"44.7061859872,1.90968231759",44.7061859872,1.90968231759
46140,CAILLAC,"44.4923815798,1.34696885739",44.4923815798,1.34696885739
46150,CRAYSSAC,"44.5167654701,1.32994493249",44.5167654701,1.32994493249
46600,MONTVALENT,"44.8740684333,1.63555769286",44.8740684333,1.63555769286
47190,AIGUILLON,"44.3012876866,0.358229103443",44.3012876866,0.358229103443
47700,ANZEX,"44.2862673358,0.170412994362",44.2862673358,0.170412994362
47150,GAVAUDUN,"44.5686971966,0.893249631816",44.5686971966,0.893249631816
47250,GREZET CAVAGNAN,"44.3800998821,0.125863668239",44.3800998821,0.125863668239
47160,MONHEURT,"44.3328995113,0.305811875676",44.3328995113,0.305811875676
47500,MONTAYRAL,"44.4683407612,0.983236181699",44.4683407612,0.983236181699
47420,POMPOGNE,"44.2402054979,0.0580974233061",44.2402054979,0.0580974233061
47130,PORT STE MARIE,"44.2605042795,0.374453245526",44.2605042795,0.374453245526
47120,ST ASTIER,"44.7283518416,0.27199901218",44.7283518416,0.27199901218
47330,ST QUENTIN DU DROPT,"44.6813277192,0.599100664337",44.6813277192,0.599100664337
47370,ST GEORGES,"44.4415435954,0.927467853868",44.4415435954,0.927467853868
48000,BARJAC,"44.5220189708,3.40925330342",44.5220189708,3.40925330342
48300,FONTANES,"44.7806831391,3.78007845664",44.7806831391,3.78007845664
48220,LE PONT DE MONTVERT,"44.3742853816,3.76917997857",44.3742853816,3.76917997857
49320,BLAISON GOHIER,"47.3908187654,-0.380019189582",47.3908187654,-0.380019189582
49520,BOUILLE MENARD,"47.7381032955,-0.969364603994",47.7381032955,-0.969364603994
49330,MIRE,"47.7620031933,-0.495000586199",47.7620031933,-0.495000586199
49560,PASSAVANT SUR LAYON,"47.1007325389,-0.383422642271",47.1007325389,-0.383422642271
49400,SOUZAY CHAMPIGNY,"47.2170632945,-0.0207542806981",47.2170632945,-0.0207542806981
49350,LE THOUREIL,"47.3700942455,-0.273268450752",47.3700942455,-0.273268450752
50480,BOUTTEVILLE,"49.3907224421,-1.25588804338",49.3907224421,-1.25588804338
50110,DIGOSVILLE,"49.6288821095,-1.52811592716",49.6288821095,-1.52811592716
50800,FLEURY,"48.8488921299,-1.26431862113",48.8488921299,-1.26431862113
50450,GAVRAY,"48.901866947,-1.32927187447",48.901866947,-1.32927187447
50190,GORGES,"49.2644285169,-1.38981745517",49.2644285169,-1.38981745517
50440,HERQUEVILLE,"49.6673680277,-1.88085144895",49.6673680277,-1.88085144895
50540,ISIGNY LE BUAT,"48.6214964353,-1.18298649234",48.6214964353,-1.18298649234
50630,OCTEVILLE L AVENEL,"49.5468058643,-1.36608867195",49.5468058643,-1.36608867195
50210,OUVILLE,"49.020748865,-1.36684952643",49.020748865,-1.36684952643
50140,ST CLEMENT RANCOUDRAY,"48.6689629346,-0.890384424865",48.6689629346,-0.890384424865
50330,TOCQUEVILLE,"49.6711907146,-1.33613504172",49.6711907146,-1.33613504172
50620,TRIBEHOU,"49.2091331956,-1.24592963433",49.2091331956,-1.24592963433
51700,ANTHENAY,"49.1391972334,3.73533803847",49.1391972334,3.73533803847
51320,BUSSY LETTREE,"48.803079986,4.25136495939",48.803079986,4.25136495939
51260,LA CELLE SOUS CHANTEMERLE,"48.6055592946,3.68625302626",48.6055592946,3.68625302626
51120,CHICHEY,"48.6829470295,3.75431338999",48.6829470295,3.75431338999
51240,DAMPIERRE SUR MOIVRE,"48.8796364329,4.57485707749",48.8796364329,4.57485707749
51210,LE GAULT SOIGNY,"48.8104099198,3.60267965584",48.8104099198,3.60267965584
51290,GIGNY BUSSY,"48.6098773154,4.58918617422",48.6098773154,4.58918617422
51150,PLIVOT,"49.0112410452,4.07664321848",49.0112410452,4.07664321848
33760,SOULIGNAC,"44.6965920718,-0.288037993647",44.6965920718,-0.288037993647
33550,TABANAC,"44.7242938143,-0.41077713329",44.7242938143,-0.41077713329
33123,LE VERDON SUR MER,"45.5385656326,-1.07975440879",45.5385656326,-1.07975440879
34670,BAILLARGUES,"43.6581051757,4.01030491176",43.6581051757,4.01030491176
34190,FERRIERES LES VERRERIES,"43.8675537207,3.80028962389",43.8675537207,3.80028962389
34110,FRONTIGNAN,"43.4482458873,3.74923522416",43.4482458873,3.74923522416
34650,JONCELS,"43.7662193916,3.18310096799",43.7662193916,3.18310096799
34210,LA LIVINIERE,"43.3372267899,2.63272340257",43.3372267899,2.63272340257
34530,MONTAGNAC,"43.4745284586,3.51074216978",43.4745284586,3.51074216978
34730,PRADES LE LEZ,"43.7072541597,3.86489213915",43.7072541597,3.86489213915
34230,PUILACHER,"43.5667592874,3.50438177235",43.5667592874,3.50438177235
34610,ST GENIES DE VARENSAL,"43.6879655757,3.00291654936",43.6879655757,3.00291654936
34220,ST PONS DE THOMIERES,"43.4788345407,2.74852691953",43.4788345407,2.74852691953
35250,ANDOUILLE NEUVILLE,"48.2975724468,-1.5958926629",48.2975724468,-1.5958926629
35130,AVAILLES SUR SEICHE,"47.9580414935,-1.1853971789",47.9580414935,-1.1853971789
35320,LA BOSSE DE BRETAGNE,"47.8682982413,-1.58824965901",47.8682982413,-1.58824965901
35500,LA CHAPELLE ERBREE,"48.1402551265,-1.08972100382",48.1402551265,-1.08972100382
35490,CHAUVIGNE,"48.3766708439,-1.45244219408",48.3766708439,-1.45244219408
42430,CHERIER,"45.9681660896,3.88935883166",45.9681660896,3.88935883166
42140,MARCENOD,"45.5728199532,4.48177097511",45.5728199532,4.48177097511
42110,PONCINS,"45.7272583786,4.15060346621",45.7272583786,4.15060346621
42660,ST GENEST MALIFAUX,"45.3472458116,4.43132626452",45.3472458116,4.43132626452
42240,ST MAURICE EN GOURGOIS,"45.4080254859,4.18440068436",45.4080254859,4.18440068436
42270,ST PRIEST EN JAREZ,"45.4752840967,4.37334466896",45.4752840967,4.37334466896
43000,AIGUILHE,"45.0530693199,3.88524729137",45.0530693199,3.88524729137
43700,BLAVOZY,"45.0625246612,3.97204508531",45.0625246612,3.97204508531
43320,FIX ST GENEYS,"45.1415144345,3.66508807208",45.1415144345,3.66508807208
43260,ST JULIEN CHAPTEUIL,"45.0298500492,4.07958442261",45.0298500492,4.07958442261
43500,ST VICTOR SUR ARLANC,"45.3365023071,3.77629585977",45.3365023071,3.77629585977
44150,ANETZ,"47.3812710821,-1.0932910037",47.3812710821,-1.0932910037
44740,BATZ SUR MER,"47.2844487793,-2.474374647",47.2844487793,-2.474374647
44460,FEGREAC,"47.5805909749,-2.02458187409",47.5805909749,-2.02458187409
44270,LA MARNE,"46.9913891791,-1.71864413598",46.9913891791,-1.71864413598
44690,ST FIACRE SUR MAINE,"47.1431877393,-1.41565837757",47.1431877393,-1.41565837757
44530,SEVERAC,"47.554402668,-2.06655618594",47.554402668,-2.06655618594
44140,GENESTON,"47.0596610494,-1.52602858693",47.0596610494,-1.52602858693
45160,ARDON,"47.7881590342,1.88281454667",47.7881590342,1.88281454667
45260,CHAILLY EN GATINAIS,"47.936543644,2.5277446897",47.936543644,2.5277446897
45320,FOUCHEROLLES,"48.0971691274,3.0183707714",48.0971691274,3.0183707714
45430,MARDIE,"47.8973215597,2.06871909957",47.8973215597,2.06871909957
45370,MEZIERES LEZ CLERY,"47.8109765649,1.81743017495",47.8109765649,1.81743017495
45470,TRAINOU,"47.9652949917,2.10398859914",47.9652949917,2.10398859914
46270,CUZAC,"44.5805664104,2.14397659301",44.5805664104,2.14397659301
46310,FRAYSSINET,"44.6491132224,1.48577844538",44.6491132224,1.48577844538
46330,ST MARTIN LABOUVAL,"44.4795975074,1.72861355188",44.4795975074,1.72861355188
46240,ST SAUVEUR LA VALLEE,"44.6119744007,1.54386975014",44.6119744007,1.54386975014
46110,VAYRAC,"44.9450597014,1.69320675098",44.9450597014,1.69320675098
47290,BOUDY DE BEAUREGARD,"44.5438485414,0.67747020369",44.5438485414,0.67747020369
47600,FIEUX,"44.0999645384,0.42354302505",44.0999645384,0.42354302505
47510,FOULAYRONNES,"44.2533403531,0.636982515974",44.2533403531,0.636982515974
47310,LAMONTJOIE,"44.070163871,0.537584596425",44.070163871,0.537584596425
47800,MIRAMONT DE GUYENNE,"44.5833450029,0.356429133423",44.5833450029,0.356429133423
47380,ST ETIENNE DE FOUGERES,"44.413992435,0.559008333546",44.413992435,0.559008333546
48190,CUBIERETTES,"44.4437323687,3.78750024039",44.4437323687,3.78750024039
48260,GRANDVALS,"44.7313582398,3.05208837669",44.7313582398,3.05208837669
48110,ST MARTIN DE LANSUSCLE,"44.2230644532,3.75067066931",44.2230644532,3.75067066931
48240,ST PRIVAT DE VALLONGUE,"44.2854432826,3.82446827604",44.2854432826,3.82446827604
48210,LES VIGNES,"44.268883271,3.25062860598",44.268883271,3.25062860598
49220,ANDIGNE,"47.6655807564,-0.78946983748",47.6655807564,-0.78946983748
49150,CHARTRENE,"47.4887560979,-0.128275149468",47.4887560979,-0.128275149468
49380,FAVERAYE MACHELLES,"47.2318360651,-0.507024600754",47.2318360651,-0.507024600754
49540,LA FOSSE DE TIGNE,"47.1756991094,-0.43567544691",47.1756991094,-0.43567544691
49120,LA JUMELLIERE,"47.2885261096,-0.729310185128",47.2885261096,-0.729310185128
49370,LE LOUROUX BECONNAIS,"47.519040527,-0.90137845396",47.519040527,-0.90137845396
49160,ST PHILBERT DU PEUPLE,"47.3908362181,-0.0435917623377",47.3908362181,-0.0435917623377
50560,ANNEVILLE SUR MER,"49.1205964204,-1.58682666285",49.1205964204,-1.58682666285
50530,GENETS,"48.6891667321,-1.47354012671",48.6891667321,-1.47354012671
50430,LAULNE,"49.2506372168,-1.45537341043",49.2506372168,-1.45537341043
50240,ST AUBIN DE TERREGATTE,"48.5703247813,-1.28722870629",48.5703247813,-1.28722870629
50370,ST JEAN DU CORAIL DES BOIS,"48.7721392247,-1.20394577611",48.7721392247,-1.20394577611
50640,STE MARIE DU BOIS,"48.5516057967,-0.895614792599",48.5516057967,-0.895614792599
50260,ST MARTIN LE HEBERT,"49.5074042468,-1.61429795369",49.5074042468,-1.61429795369
50170,SERVON,"48.6028234324,-1.41113304944",48.6028234324,-1.41113304944
50470,TOLLEVAST,"49.5790245976,-1.60738435371",49.5790245976,-1.60738435371
51230,GOURGANCON,"48.6847255926,4.02672471881",48.6847255926,4.02672471881
51360,PRUNAY,"49.2141061333,4.17483063704",49.2141061333,4.17483063704
51460,ST ETIENNE AU TEMPLE,"49.0199669584,4.419049069",49.0199669584,4.419049069
1340,ATTIGNAT,"46.2861802203,5.1795233845",46.2861802203,5.1795233845
1290,CORMORANCHE SUR SAONE,"46.2403530179,4.8276569593",46.2403530179,4.8276569593
1260,HOTONNES,"46.0317412192,5.70267027388",46.0317412192,5.70267027388
1680,INNIMOND,"45.7919647191,5.57389398559",45.7919647191,5.57389398559
1100,MARTIGNAT,"46.2030768095,5.61384033805",46.2030768095,5.61384033805
1460,NANTUA,"46.1537845403,5.61352793799",46.1537845403,5.61352793799
1600,STE EUPHEMIE,"45.9669798317,4.79478189169",45.9669798317,4.79478189169
1330,STE OLIVE,"46.0142006121,4.93624894982",46.0142006121,4.93624894982
1220,SAUVERNY,"46.3126908233,6.11043836433",46.3126908233,6.11043836433
1630,SERGY,"46.2626243003,5.98914553194",46.2626243003,5.98914553194
1150,VILLEBOIS,"45.8485624628,5.44711117486",45.8485624628,5.44711117486
2480,ARTEMPS,"49.7617999337,3.19725095546",49.7617999337,3.19725095546
2490,ATTILLY,"49.8554489068,3.15363305662",49.8554489068,3.15363305662
2380,BASSOLES AULERS,"49.5332813699,3.38492604839",49.5332813699,3.38492604839
2440,BENAY,"49.755094123,3.30909898139",49.755094123,3.30909898139
2880,BUCY LE LONG,"49.3884447185,3.39828602712",49.3884447185,3.39828602712
2210,CHOUY,"49.2167334121,3.24708004454",49.2167334121,3.24708004454
2360,CUIRY LES IVIERS,"49.7661751176,4.10397751712",49.7661751176,4.10397751712
2590,DOUCHY,"49.7940905147,3.13035849025",49.7940905147,3.13035849025
2540,L EPINE AUX BOIS,"48.8992804015,3.44384138078",48.8992804015,3.44384138078
2420,LEVERGIES,"49.9345380686,3.31185579217",49.9345380686,3.31185579217
2600,ST PIERRE AIGLE,"49.3121621719,3.19602649155",49.3121621719,3.19602649155
3440,BUXIERES LES MINES,"46.4698341323,2.95493090181",46.4698341323,2.95493090181
3170,CHAMBLET,"46.3283879186,2.71331446339",46.3283879186,2.71331446339
3140,CHEZELLE,"46.2129757558,3.11154820906",46.2129757558,3.11154820906
3600,MALICORNE,"46.3072678602,2.77027684739",46.3072678602,2.77027684739
3000,MOULINS,"46.5624641056,3.32662040221",46.5624641056,3.32662040221
3230,PARAY LE FRESIL,"46.6598970323,3.60383070741",46.6598970323,3.60383070741
3150,RONGERES,"46.2976179231,3.4520098944",46.2976179231,3.4520098944
3400,ST ENNEMOND,"46.6808991637,3.40446807688",46.6808991637,3.40446807688
3430,VIEURE,"46.5001110432,2.88222237454",46.5001110432,2.88222237454
4340,LA BREOLE,"44.4434662119,6.28924750363",44.4434662119,6.28924750363
5110,CLARET,"44.3738118271,5.96467673226",44.3738118271,5.96467673226
4200,ENTREPIERRES,"44.1956537173,6.02224124199",44.1956537173,6.02224124199
4510,MALIJAI,"44.0336660524,6.0504243737",44.0336660524,6.0504243737
4100,MANOSQUE,"43.8354040831,5.79106654173",43.8354040831,5.79106654173
4150,REVEST DU BION,"44.0940903498,5.54050938545",44.0940903498,5.54050938545
5200,BARATIER,"44.5049966967,6.50494218197",44.5049966967,6.50494218197
5400,CHABESTAN,"44.4775755934,5.78305319582",44.4775755934,5.78305319582
6750,CAILLE,"43.7686953119,6.75666650268",43.7686953119,6.75666650268
6510,CONSEGUDES,"43.8406957218,7.04503670887",43.8406957218,7.04503670887
6330,ROQUEFORT LES PINS,"43.6741732535,7.0530127273",43.6741732535,7.0530127273
6730,ST ANDRE DE LA ROCHE,"43.745876244,7.28871372647",43.745876244,7.28871372647
6380,SOSPEL,"43.8844607415,7.44794904955",43.8844607415,7.44794904955
7200,AUBENAS,"44.6102127084,4.39638981424",44.6102127084,4.39638981424
7110,CHASSIERS,"44.5660636279,4.30216796986",44.5660636279,4.30216796986
7570,DESAIGNES,"44.992108782,4.50096602027",44.992108782,4.50096602027
7380,MEYRAS,"44.677562906,4.26001410237",44.677562906,4.26001410237
7160,NONIERES,"44.9277079206,4.47689363843",44.9277079206,4.47689363843
7300,PLATS,"45.0156478685,4.78034594921",45.0156478685,4.78034594921
7290,PREAUX,"45.1362813279,4.65371648034",45.1362813279,4.65371648034
7560,LE ROUX,"44.7211157335,4.14333586468",44.7211157335,4.14333586468
7360,ST FORTUNAT SUR EYRIEUX,"44.8349868514,4.68914271532",44.8349868514,4.68914271532
7800,ST GEORGES LES BAINS,"44.8592532012,4.8096971497",44.8592532012,4.8096971497
7240,ST JULIEN LE ROUX,"44.8675203578,4.67592482949",44.8675203578,4.67592482949
7210,ST LAGER BRESSAC,"44.6916750931,4.71621277437",44.6916750931,4.71621277437
8450,MAISONCELLE ET VILLERS,"49.5898272419,4.91848316067",49.5898272419,4.91848316067
8390,MONTGON,"49.5124383754,4.71891434142",49.5124383754,4.71891434142
8150,SECHEVAL,"49.859604641,4.66995420304",49.859604641,4.66995420304
8270,WIGNICOURT,"49.586756413,4.58208905132",49.586756413,4.58208905132
9140,AULUS LES BAINS,"42.7666138667,1.35664183654",42.7666138667,1.35664183654
9310,BOUAN,"42.7934480459,1.644027623",42.7934480459,1.644027623
9300,LEYCHERT,"42.9461349991,1.72568604456",42.9461349991,1.72568604456
9110,ORGEIX,"42.6754737936,1.87610097386",42.6754737936,1.87610097386
9420,RIMONT,"42.9878381325,1.28379661881",42.9878381325,1.28379661881
9100,ST AMADOU,"43.1112959391,1.71491289388",43.1112959391,1.71491289388
9320,SOULAN,"42.9162917459,1.2434207",42.9162917459,1.2434207
10160,AIX EN OTHE,"48.1975745771,3.73632794113",48.1975745771,3.73632794113
10380,CHARNY LE BACHOT,"48.5389297252,3.95231242172",48.5389297252,3.95231242172
10140,MAISON DES CHAMPS,"48.2437981025,4.57090591016",48.2437981025,4.57090591016
