CODE POSTAL,NOM DE LA COMMUNE,Geometry X Y,latitude,longitude
47180,LAGUPIE,"44.5681807509,0.110810277516",44.5681807509,0.110810277516
47430,LE MAS D AGENAIS,"44.3991025317,0.200249161005",44.3991025317,0.200249161005
47210,RAYET,"44.6694271783,0.76939339875",44.6694271783,0.76939339875
47270,ST MARTIN DE BEAUVILLE,"44.2289840345,0.818300384725",44.2289840345,0.818300384725
48310,ALBARET LE COMTAL,"44.8676627998,3.14383678125",44.8676627998,3.14383678125
48150,GATUZIERES,"44.1950868621,3.49763818762",44.1950868621,3.49763818762
48320,ISPAGNAC,"44.3984529023,3.53146290562",44.3984529023,3.53146290562
48140,LE MALZIEU VILLE,"44.8630758811,3.33643761858",44.8630758811,3.33643761858
48700,RIEUTORT DE RANDON,"44.6238353175,3.4886504946",44.6238353175,3.4886504946
48200,RIMEIZE,"44.764646204,3.31719285575",44.764646204,3.31719285575
48600,ST SYMPHORIEN,"44.8399709197,3.62339715605",44.8399709197,3.62339715605
49100,ANGERS,"47.476837416,-0.556125995444",47.476837416,-0.556125995444
49260,ARTANNES SUR THOUET,"47.2019406008,-0.0969244084187",47.2019406008,-0.0969244084187
49630,CORNE,"47.4690249495,-0.350503669528",47.4690249495,-0.350503669528
49440,LA CORNUAILLE,"47.5247468295,-0.995630411608",47.5247468295,-0.995630411608
49390,COURLEON,"47.3809189651,0.146996845138",47.3809189651,0.146996845138
49700,FORGES,"47.2144953715,-0.23712263964",47.2144953715,-0.23712263964
49140,LUE EN BAUGEOIS,"47.5195342731,-0.274631523293",47.5195342731,-0.274631523293
49230,ST CRESPIN SUR MOINE,"47.112819932,-1.19825247546",47.112819932,-1.19825247546
49420,ST MICHEL ET CHANVEAUX,"47.6724747817,-1.14243087198",47.6724747817,-1.14243087198
49110,ST QUENTIN EN MAUGES,"47.2888472215,-0.898885980127",47.2888472215,-0.898885980127
50420,BEAUCOUDRAY,"48.9613880405,-1.14237512444",48.9613880405,-1.14237512444
50150,BROUAINS,"48.720771214,-0.966952494174",48.720771214,-0.966952494174
50570,CAMETOURS,"49.0708020035,-1.28408388695",49.0708020035,-1.28408388695
50340,FLAMANVILLE,"49.530584299,-1.86809875664",49.530584299,-1.86809875664
50390,HAUTTEVILLE BOCAGE,"49.4282916342,-1.46687598255",49.4282916342,-1.46687598255
50870,LE LUOT,"48.7661567656,-1.32946620609",48.7661567656,-1.32946620609
50690,MARTINVAST,"49.598183461,-1.64849604825",49.598183461,-1.64849604825
50520,LE MESNIL TOVE,"48.6926473211,-1.01584086129",48.6926473211,-1.01584086129
50270,LES MOITIERS D ALLONNE,"49.4032073739,-1.78595352218",49.4032073739,-1.78595352218
50410,MONTBRAY,"48.8830810349,-1.10930704314",48.8830810349,-1.10930704314
50500,RAIDS,"49.2079341726,-1.34553076662",49.2079341726,-1.34553076662
50490,LA RONDE HAYE,"49.1268697579,-1.44258497048",49.1268697579,-1.44258497048
50680,ST CLAIR SUR L ELLE,"49.1851844677,-1.04046067538",49.1851844677,-1.04046067538
50670,ST MICHEL DE MONTJOIE,"48.7643844423,-1.02574787224",48.7643844423,-1.02574787224
50220,ST OVIN,"48.6792316921,-1.24401346918",48.6792316921,-1.24401346918
50400,ST PLANCHERS,"48.8308849826,-1.50561914851",48.8308849826,-1.50561914851
50750,STE SUZANNE SUR VIRE,"49.0733180514,-1.05714630383",49.0733180514,-1.05714630383
51300,BASSUET,"48.8018029229,4.67029926523",48.8018029229,4.67029926523
51270,BAYE,"48.8606173405,3.75936134657",48.8606173405,3.75936134657
51400,BOUY,"49.0872445057,4.36349504242",49.0872445057,4.36349504242
51800,BRAUX STE COHIERE,"49.0940197616,4.82214706786",49.0940197616,4.82214706786
51160,CHAMPILLON,"49.0848248132,3.97539279568",49.0848248132,3.97539279568
51530,CHOUILLY,"49.0176099992,4.00414015936",49.0176099992,4.00414015936
51330,DAMPIERRE LE CHATEAU,"49.0075580233,4.80217889942",49.0075580233,4.80217889942
51340,VAL DE VIERE,"48.8193926004,4.74532612173",48.8193926004,4.74532612173
51170,FISMES,"49.3059837243,3.6791731942",49.3059837243,3.6791731942
51110,FRESNE LES REIMS,"49.3387116381,4.10138563501",49.3387116381,4.10138563501
51480,NANTEUIL LA FORET,"49.1277645525,3.92530056587",49.1277645525,3.92530056587
51190,OGER,"48.9553832689,4.02687417168",48.9553832689,4.02687417168
51390,PARGNY LES REIMS,"49.2191370591,3.92180730509",49.2191370591,3.92180730509
51140,PEVY,"49.3174771815,3.85061054201",49.3174771815,3.85061054201
51500,PUISIEULX,"49.2008681775,4.11546356735",49.2008681775,4.11546356735
51520,RECY,"48.9985904011,4.32285338175",48.9985904011,4.32285338175
51600,STE MARIE A PY,"49.2393806185,4.50756056596",49.2393806185,4.50756056596
27530,EZY SUR EURE,"48.8709806514,1.41262980866",48.8709806514,1.41262980866
27190,LE FIDELAIRE,"48.9436797791,0.80246046702",48.9436797791,0.80246046702
27490,FONTAINE HEUDEBOURG,"49.1341759247,1.22209261366",49.1341759247,1.22209261366
27930,GAUCIEL,"49.0356183804,1.24708624979",49.0356183804,1.24708624979
27170,GOUPILLIERES,"49.1218249959,0.765958514912",49.1218249959,0.765958514912
27270,GRAND CAMP,"49.0440587541,0.533720192611",49.0440587541,0.533720192611
27150,HACQUEVILLE,"49.2818666204,1.55751068434",49.2818666204,1.55751068434
27700,HARQUENCY,"49.2494239305,1.49992266549",49.2494239305,1.49992266549
27590,PITRES,"49.3311910772,1.21797145454",49.3311910772,1.21797145454
27400,QUATREMARE,"49.1841622689,1.08114735197",49.1841622689,1.08114735197
27410,ST AUBIN LE GUICHARD,"49.0385133296,0.708196290797",49.0385133296,0.708196290797
27450,ST CHRISTOPHE SUR CONDE,"49.2853748479,0.600693146112",49.2853748479,0.600693146112
27240,THOMER LA SOGNE,"48.9077990305,1.16566154375",48.9077990305,1.16566154375
27500,TOUTAINVILLE,"49.3566331529,0.458677731967",49.3566331529,0.458677731967
28220,AUTHEUIL,"48.0068716323,1.29520633941",48.0068716323,1.29520633941
28140,BAIGNEAUX,"48.1283278233,1.82055061372",48.1283278233,1.82055061372
28260,BONCOURT,"48.846510259,1.46368452192",48.846510259,1.46368452192
28210,LE BOULLAY MIVOYE,"48.6541877494,1.40635782342",48.6541877494,1.40635782342
28300,BRICONVILLE,"48.5160983011,1.38866084264",48.5160983011,1.38866084264
28240,CHAMPROND EN GATINE,"48.3959360565,1.07458299345",48.3959360565,1.07458299345
28130,CHARTAINVILLIERS,"48.5430971453,1.54564862938",48.5430971453,1.54564862938
28340,LA FERTE VIDAME,"48.6000288384,0.88283888665",48.6000288384,0.88283888665
28700,GARANCIERES EN BEAUCE,"48.433368289,1.91544327083",48.433368289,1.91544327083
28500,GARANCIERES EN DROUAIS,"48.7027343223,1.28199977538",48.7027343223,1.28199977538
28400,MAROLLES LES BUIS,"48.366153704,0.94298127545",48.366153704,0.94298127545
28170,ST JEAN DE REBERVILLIERS,"48.6233222274,1.25762655972",48.6233222274,1.25762655972
28250,SENONCHES,"48.559589174,1.01905757079",48.559589174,1.01905757079
28320,YMERAY,"48.5089746618,1.7030629617",48.5089746618,1.7030629617
29640,BOLAZEC,"48.4425412035,-3.59509375301",48.4425412035,-3.59509375301
29890,BRIGNOGAN PLAGE,"48.6673259175,-4.33395670694",48.6673259175,-4.33395670694
29900,CONCARNEAU,"47.8966260003,-3.90716871821",47.8966260003,-3.90716871821
29710,GUILER SUR GOYEN,"48.0170524015,-4.36131542798",48.0170524015,-4.36131542798
29530,PLONEVEZ DU FAOU,"48.2558447304,-3.82335085497",48.2558447304,-3.82335085497
29252,PLOUEZOC H,"48.6370431885,-3.81553533985",48.6370431885,-3.81553533985
29217,PLOUGONVELIN,"48.3513274854,-4.71760872698",48.3513274854,-4.71760872698
29700,PLUGUFFAN,"47.972064955,-4.18686466839",47.972064955,-4.18686466839
29650,LE PONTHOU,"48.557360122,-3.63959984291",48.557360122,-3.63959984291
29830,ST PABU,"48.5627924623,-4.62029383485",48.5627924623,-4.62029383485
29800,TREFLEVENEZ,"48.4147323372,-4.17573320036",48.4147323372,-4.17573320036
20121,AZZANA,"42.1129499138,8.93094346781",42.1129499138,8.93094346781
20133,CARBUCCIA,"42.0302927596,8.93626600653",42.0302927596,8.93626600653
20100,GRANACE,"41.6403012602,9.01221939492",41.6403012602,9.01221939492
20145,SARI SOLENZARA,"41.8133599634,9.35220683826",41.8133599634,9.35220683826
20116,ZERUBIA,"41.7511203775,9.05738566611",41.7511203775,9.05738566611
20219,MURACCIOLE,"42.1685019963,9.18999511821",42.1685019963,9.18999511821
20225,NESSA,"42.5498317519,8.95572841625",42.5498317519,8.95572841625
20290,PENTA ACQUATELLA,"42.4636442257,9.37213628263",42.4636442257,9.37213628263
20233,PIETRACORBARA,"42.8446413084,9.43811996376",42.8446413084,9.43811996376
20251,PIETRASERENA,"42.2338486385,9.35461476082",42.2338486385,9.35461476082
20221,SANTA MARIA POGGIO,"42.3499153056,9.50880691499",42.3499153056,9.50880691499
20229,VALLE D OREZZA,"42.3623635376,9.40202286355",42.3623635376,9.40202286355
30700,ARPAILLARGUES ET AUREILLAC,"43.9996930612,4.36386339286",43.9996930612,4.36386339286
30770,ARRIGAS,"43.9902038605,3.48117676072",43.9902038605,3.48117676072
30200,BAGNOLS SUR CEZE,"44.1622496736,4.62477380854",44.1622496736,4.62477380854
30210,COLLIAS,"43.9490522277,4.47176606244",43.9490522277,4.47176606244
30300,COMPS,"43.848697153,4.59238144538",43.848697153,4.59238144538
30250,LECQUES,"43.8432239983,4.05620169328",43.8432239983,4.05620169328
30122,LES PLANTIERS,"44.108139948,3.71311936193",44.108139948,3.71311936193
30120,ROGUES,"43.8787778933,3.5616521889",43.8787778933,3.5616521889
31160,ARBAS,"42.9925595052,0.905628547412",42.9925595052,0.905628547412
31370,BEAUFORT,"43.4548618098,1.10650961074",43.4548618098,1.10650961074
31350,BLAJAN,"43.2538737528,0.647870154984",43.2538737528,0.647870154984
31530,BRETX,"43.7059673494,1.19620532147",43.7059673494,1.19620532147
31280,DREMIL LAFAGE,"43.5917450046,1.60317858456",43.5917450046,1.60317858456
31210,GOURDAN POLIGNAN,"43.0693789495,0.575641802967",43.0693789495,0.575641802967
31340,MIREPOIX SUR TARN,"43.8243902958,1.5774699768",43.8243902958,1.5774699768
31260,MONTGAILLARD DE SALIES,"43.0589200964,0.93221860467",43.0589200964,0.93221860467
31420,MONTOULIEU ST BERNARD,"43.2309082471,0.906414880793",43.2309082471,0.906414880793
31320,PECHBUSQUE,"43.5246551254,1.45720316264",43.5246551254,1.45720316264
31330,ST CEZERT,"43.7809324067,1.19152811145",43.7809324067,1.19152811145
31580,ST PLANCARD,"43.1679631081,0.570009022734",43.1679631081,0.570009022734
31620,ST RUSTICE,"43.8031334358,1.32817608757",43.8031334358,1.32817608757
31790,ST SAUVEUR,"43.7513409309,1.3957911718",43.7513409309,1.3957911718
31880,LA SALVETAT ST GILLES,"43.5754800218,1.26616319872",43.5754800218,1.26616319872
32270,BLANQUEFORT,"43.6742793399,0.807524720457",43.6742793399,0.807524720457
32200,ESCORNEBOEUF,"43.6455146384,0.911624650166",43.6455146384,0.911624650166
32420,GAUJAN,"43.4017018415,0.727114709215",43.4017018415,0.727114709215
32230,LADEVEZE RIVIERE,"43.5507415882,0.0840810625549",43.5507415882,0.0840810625549
32380,MAUROUX,"43.9070056495,0.824272401269",43.9070056495,0.824272401269
32360,MERENS,"43.7510788643,0.549608367761",43.7510788643,0.549608367761
32300,MIRANDE,"43.5186713962,0.410792361049",43.5186713962,0.410792361049
32350,MIRANNES,"43.6243319554,0.38349486791",43.6243319554,0.38349486791
32730,MONTEGUT ARROS,"43.3828965427,0.225654672696",43.3828965427,0.225654672696
32320,PEYRUSSE GRANDE,"43.6297892475,0.222152970344",43.6297892475,0.222152970344
32130,POLASTRON,"43.5342676704,0.838990733571",43.5342676704,0.838990733571
32600,PUJAUDRAN,"43.5897953804,1.17106411645",43.5897953804,1.17106411645
32450,ST MARTIN GIMOIS,"43.5200991545,0.810352365768",43.5200991545,0.810352365768
32290,ST PIERRE D AUBEZIES,"43.6493896565,0.162149090405",43.6493896565,0.162149090405
32260,SANSAN,"43.5278730462,0.612788955007",43.5278730462,0.612788955007
33500,ARVEYRES,"44.8915609745,-0.2766650988",44.8915609745,-0.2766650988
33480,AVENSAN,"45.005403307,-0.760815427452",45.005403307,-0.760815427452
33720,BUDOS,"44.5346733151,-0.399965558931",44.5346733151,-0.399965558931
33190,CAMIRAN,"44.6347802416,-0.0680146855411",44.6347802416,-0.0680146855411
33360,CARIGNAN DE BORDEAUX,"44.8094507679,-0.472244925995",44.8094507679,-0.472244925995
33490,CAUDROT,"44.5846738826,-0.144878442229",44.5846738826,-0.144878442229
33340,COUQUEQUES,"45.3438294429,-0.847957119677",45.3438294429,-0.847957119677
33350,DOULEZON,"44.7924343715,-0.00123843132534",44.7924343715,-0.00123843132534
33540,LANDERROUET SUR SEGUR,"44.6535808373,-0.0206044198936",44.6535808373,-0.0206044198936
33220,MARGUERON,"44.7662541658,0.255840872998",44.7662541658,0.255840872998
33580,MONSEGUR,"44.6462089079,0.0892904208174",44.6462089079,0.0892904208174
33430,LE NIZAN,"44.4702093406,-0.280941561777",44.4702093406,-0.280941561777
33820,PLEINE SELVE,"45.3271088387,-0.582258150086",45.3271088387,-0.582258150086
33410,STE CROIX DU MONT,"44.5979961934,-0.272147017146",44.5979961934,-0.272147017146
33250,ST JULIEN BEYCHEVELLE,"45.1572384693,-0.737068946375",45.1572384693,-0.737068946375
33650,ST SELVE,"44.6549808448,-0.472634663136",44.6549808448,-0.472634663136
33690,SILLAS,"44.3693679441,-0.0585641941826",44.3693679441,-0.0585641941826
33370,TRESSES,"44.8419124871,-0.469935856995",44.8419124871,-0.469935856995
33730,VILLANDRAUT,"44.4500209214,-0.380716602185",44.4500209214,-0.380716602185
33380,MARCHEPRIME,"44.7030054504,-0.856342535157",44.7030054504,-0.856342535157
34290,BASSAN,"43.4084026514,3.2545400418",43.4084026514,3.2545400418
34360,FERRIERES POUSSAROU,"43.4833450309,2.903540512",43.4833450309,2.903540512
34270,FONTANES,"43.7944026303,3.91839771103",43.7944026303,3.91839771103
34160,GALARGUES,"43.7823313364,4.00782608796",43.7823313364,4.00782608796
34130,LANSARGUES,"43.6364436854,4.08270443666",43.6364436854,4.08270443666
34480,PUISSALICON,"43.4539009157,3.23775688397",43.4539009157,3.23775688397
34700,ST ETIENNE DE GOURGAS,"43.7836963728,3.38499935958",43.7836963728,3.38499935958
34520,ST MAURICE NAVACELLES,"43.8448734239,3.5062650669",43.8448734239,3.5062650669
34400,ST NAZAIRE DE PEZAN,"43.6351201941,4.11706198292",43.6351201941,4.11706198292
34410,SAUVIAN,"43.2910373806,3.25406479284",43.2910373806,3.25406479284
34350,VALRAS PLAGE,"43.2476112282,3.28929431362",43.2476112282,3.28929431362
34560,VILLEVEYRAC,"43.5001280333,3.59372946669",43.5001280333,3.59372946669
35520,LA CHAPELLE DES FOUGERETZ,"48.1768937301,-1.74067185823",48.1768937301,-1.74067185823
35360,LA CHAPELLE DU LOU,"48.2222623755,-1.99322262284",48.2222623755,-1.99322262284
35210,CHATILLON EN VENDELAIS,"48.2287242632,-1.16547272515",48.2287242632,-1.16547272515
35270,COMBOURG,"48.4083560805,-1.74519435019",48.4083560805,-1.74519435019
35140,GOSNE,"48.2503523895,-1.45860853595",48.2503523895,-1.45860853595
35220,ST DIDIER,"48.0932158644,-1.35806845203",48.0932158644,-1.35806845203
35750,ST MALON SUR MEL,"48.0944048491,-2.11182383067",48.0944048491,-2.11182383067
35460,ST MARC LE BLANC,"48.3752704313,-1.40505053569",48.3752704313,-1.40505053569
